OrderID,OrderDate,ProductID,CustomerID,RegionID,ChannelID,Quantity,UnitPrice,UnitCost,DiscountAmount,NetRevenue,TotalCost,Profit
2695,2024-12-24,33,56,1,2,3,200.04,110.54,96.29,503.83,331.61,172.22
2696,2024-10-03,46,75,3,3,7,300.46,237.49,24.58,2078.67,1662.44,416.22
2697,2023-04-27,43,93,3,3,1,491.75,246.26,37.42,454.33,246.26,208.07
2698,2023-03-21,36,12,5,1,8,369.15,221.26,423.26,2529.94,1770.12,759.82
2699,2024-02-26,12,32,3,2,2,361.72,266.73,51.54,671.9,533.47,138.43
2700,2022-07-25,11,3,5,3,10,199.29,120.37,214.11,1778.8,1203.74,575.05
2701,2022-12-31,32,68,2,3,4,350.16,231.21,63.68,1336.95,924.83,412.13
2702,2023-02-09,39,1,4,1,1,165.29,128.38,31.3,134.0,128.38,5.62
2703,2024-05-26,12,33,3,1,8,189.68,135.32,89.42,1428.02,1082.58,345.44
2704,2023-08-26,45,21,4,3,7,406.61,262.51,354.21,2492.07,1837.59,654.48
2705,2022-05-17,27,22,2,2,7,107.17,79.34,65.71,684.49,555.36,129.13
2706,2023-04-24,38,91,5,2,7,273.71,181.76,354.02,1561.94,1272.33,289.62
2707,2022-10-01,4,79,3,3,9,477.86,254.04,746.98,3553.76,2286.34,1267.42
2708,2024-08-07,35,60,5,2,7,68.51,34.83,37.54,442.0,243.8,198.2
2709,2024-12-31,6,70,4,1,4,103.77,76.91,53.59,361.5,307.64,53.87
2710,2024-01-22,41,63,2,3,5,128.44,87.46,62.92,579.28,437.28,142.0
2711,2023-12-05,37,90,2,1,6,123.43,70.75,36.71,703.88,424.49,279.39
2712,2022-02-04,21,14,1,3,5,253.29,151.2,83.65,1182.8,755.98,426.82
2713,2024-02-19,21,26,3,2,2,37.91,28.66,13.45,62.37,57.33,5.04
2714,2023-01-03,37,66,4,1,6,241.85,125.95,42.06,1409.04,755.68,653.36
2715,2023-12-28,14,92,4,1,9,126.61,89.68,151.27,988.2,807.12,181.09
2716,2024-01-13,16,92,2,1,2,116.36,72.6,19.73,212.98,145.21,67.77
2717,2022-06-07,21,40,5,1,8,439.33,279.51,219.53,3295.14,2236.04,1059.1
2718,2024-08-06,1,10,1,3,5,197.16,119.34,3.49,982.29,596.69,385.6
2719,2023-12-18,33,73,5,3,2,358.72,239.83,102.23,615.21,479.66,135.55
2720,2024-09-22,14,7,2,1,7,169.4,87.54,92.74,1093.07,612.79,480.28
2721,2024-06-18,31,48,4,1,5,275.47,161.94,256.05,1121.32,809.71,311.61
2722,2023-01-21,16,6,5,1,4,223.12,118.41,178.01,714.49,473.63,240.86
2723,2023-03-30,28,42,3,1,2,307.26,243.47,53.32,561.2,486.93,74.26
2724,2022-10-18,24,67,3,1,9,146.5,110.91,96.69,1221.82,998.17,223.65
2725,2023-04-07,48,100,2,2,5,373.52,283.6,222.84,1644.78,1418.02,226.76
2726,2023-09-22,50,69,1,3,4,462.48,361.98,163.14,1686.76,1447.9,238.85
2727,2023-09-16,5,12,3,2,8,294.42,205.63,343.0,2012.35,1645.05,367.3
2728,2022-03-24,33,59,3,1,4,265.65,150.73,65.45,997.15,602.93,394.23
2729,2024-05-13,22,26,4,1,8,366.28,235.81,92.13,2838.14,1886.44,951.69
2730,2022-05-22,13,35,2,2,3,379.02,298.33,6.0,1131.07,894.98,236.09
2731,2023-09-18,43,16,3,2,7,124.05,76.88,103.37,764.98,538.19,226.78
2732,2024-08-09,20,36,1,1,10,84.65,64.48,74.93,771.53,644.83,126.7
2733,2024-10-17,14,86,2,1,2,95.17,58.5,33.06,157.27,117.0,40.27
2734,2022-10-25,29,4,5,2,4,437.89,343.18,78.25,1673.3,1372.74,300.56
2735,2024-02-17,11,10,1,1,7,438.69,242.47,408.36,2662.47,1697.26,965.21
2736,2022-03-08,36,76,1,2,6,298.94,234.89,80.06,1713.59,1409.35,304.24
2737,2024-04-22,31,13,2,2,3,336.25,226.58,15.58,993.17,679.73,313.44
2738,2022-12-30,10,89,5,3,10,74.72,59.77,71.05,676.17,597.72,78.45
2739,2024-10-16,30,100,4,1,5,471.49,260.8,356.27,2001.18,1303.99,697.19
2740,2023-10-12,48,45,5,3,9,450.05,350.73,267.18,3783.27,3156.6,626.67
2741,2024-06-17,11,75,1,3,3,268.04,200.19,100.49,703.62,600.57,103.05
2742,2023-02-02,38,53,5,2,7,271.55,145.01,183.47,1717.37,1015.07,702.3
2743,2022-05-13,19,80,4,2,3,487.75,284.91,4.19,1459.07,854.74,604.33
2744,2023-03-26,26,90,1,3,4,189.78,133.52,143.95,615.16,534.07,81.09
2745,2023-07-04,17,46,5,2,9,350.5,222.81,213.8,2940.74,2005.32,935.42
2746,2022-12-22,7,69,1,3,4,169.82,127.45,81.64,597.63,509.79,87.84
2747,2024-06-19,4,21,4,1,3,442.2,306.39,234.47,1092.12,919.18,172.94
2748,2023-01-13,2,78,1,3,9,453.6,318.89,556.23,3526.16,2869.98,656.18
2749,2022-12-15,9,47,3,3,6,208.05,111.85,241.57,1006.76,671.12,335.64
2750,2022-04-09,15,72,3,3,9,112.76,67.18,72.93,941.88,604.61,337.27
2751,2022-01-07,1,19,1,1,7,162.69,92.33,34.09,1104.78,646.32,458.45
2752,2022-02-20,41,81,4,2,4,138.47,104.77,12.95,540.94,419.09,121.84
2753,2023-11-29,14,43,4,2,3,437.4,325.07,229.25,1082.94,975.21,107.73
2754,2023-09-27,33,18,3,2,7,454.4,274.69,269.08,2911.75,1922.82,988.93
2755,2022-04-22,37,54,1,3,7,25.11,12.63,32.48,143.3,88.4,54.9
2756,2022-09-26,13,78,5,2,8,323.33,224.04,399.98,2186.68,1792.29,394.39
2757,2024-01-19,46,7,5,2,7,225.19,121.24,302.4,1273.96,848.69,425.27
2758,2022-12-12,23,1,5,3,10,73.7,39.72,81.39,655.64,397.23,258.41
2759,2024-06-29,31,97,1,2,3,469.95,245.27,200.99,1208.86,735.8,473.06
2760,2023-12-09,31,96,2,3,7,29.33,20.88,14.1,191.2,146.17,45.04
2761,2022-03-31,43,5,4,3,6,101.0,56.2,48.71,557.26,337.2,220.06
2762,2022-12-11,32,8,4,1,2,456.41,323.83,8.61,904.2,647.65,256.55
2763,2023-11-02,15,12,4,2,8,329.56,207.85,49.73,2586.77,1662.82,923.96
2764,2023-07-19,45,48,2,1,2,299.7,187.98,48.03,551.38,375.95,175.43
2765,2022-06-26,13,46,1,3,8,167.09,128.11,215.18,1121.51,1024.9,96.61
2766,2022-07-06,45,92,1,2,7,57.49,41.86,24.06,378.37,292.99,85.37
2767,2024-06-26,47,10,1,2,8,107.35,73.02,125.57,733.25,584.14,149.11
2768,2023-09-29,22,98,3,3,3,35.16,21.71,17.92,87.57,65.13,22.44
2769,2024-03-17,2,80,5,2,3,87.92,53.51,30.51,233.25,160.53,72.72
2770,2024-05-21,18,71,5,3,2,229.68,150.62,42.92,416.44,301.24,115.2
2771,2024-08-17,23,81,3,1,5,239.99,124.93,211.8,988.17,624.67,363.49
2772,2023-10-02,33,92,2,3,9,283.53,221.09,221.68,2330.06,1989.79,340.27
2773,2024-04-10,45,13,1,3,7,68.94,53.31,27.45,455.11,373.15,81.95
2774,2024-05-25,15,17,3,3,1,315.79,205.11,12.97,302.82,205.11,97.71
2775,2022-03-27,50,100,2,3,10,466.58,336.04,322.37,4343.46,3360.43,983.02
2776,2022-12-28,31,23,1,3,4,482.31,356.27,151.42,1777.83,1425.1,352.73
2777,2024-06-30,49,61,4,1,10,495.93,316.31,434.86,4524.44,3163.11,1361.33
2778,2022-01-21,47,38,5,1,1,277.06,152.7,42.68,234.37,152.7,81.68
2779,2024-10-20,43,20,1,3,7,176.25,127.67,90.35,1143.38,893.7,249.68
2780,2024-09-04,20,82,5,3,8,180.81,137.16,75.53,1370.95,1097.29,273.66
2781,2023-09-05,11,73,3,3,10,44.77,33.42,55.22,392.5,334.16,58.34
2782,2024-01-10,28,64,1,2,4,60.78,39.65,22.52,220.59,158.59,62.0
2783,2024-10-17,15,7,2,1,9,177.88,97.31,218.61,1382.29,875.82,506.47
2784,2024-12-16,37,51,4,3,2,407.71,293.99,74.33,741.09,587.98,153.11
2785,2023-04-12,40,51,2,2,3,324.98,214.83,176.22,798.73,644.48,154.24
2786,2023-05-27,11,85,1,1,10,104.89,79.39,16.86,1032.03,793.9,238.13
2787,2024-02-27,29,40,3,2,2,47.94,29.79,16.56,79.31,59.58,19.73
2788,2023-03-21,27,11,3,3,5,184.06,135.31,43.12,877.18,676.53,200.65
2789,2024-12-23,17,65,1,3,4,323.4,232.09,119.74,1173.87,928.35,245.52
2790,2024-08-02,48,100,4,2,1,429.8,340.36,4.35,425.45,340.36,85.09
2791,2022-07-03,6,16,4,2,6,73.89,53.3,39.25,404.07,319.81,84.25
2792,2023-04-03,22,31,3,2,3,42.01,24.62,14.27,111.74,73.86,37.89
2793,2024-03-26,41,80,2,3,1,219.85,140.71,13.22,206.63,140.71,65.92
2794,2022-01-16,38,17,3,3,1,211.64,127.02,5.27,206.37,127.02,79.35
2795,2023-02-10,40,57,5,1,7,346.92,238.91,473.28,1955.13,1672.36,282.77
2796,2023-10-27,25,47,2,3,7,365.75,243.05,139.27,2420.97,1701.34,719.63
2797,2024-01-07,15,74,1,3,5,461.0,314.95,209.02,2095.97,1574.77,521.2
2798,2022-08-30,46,67,3,2,3,315.54,233.16,85.52,861.09,699.49,161.6
2799,2023-06-30,18,17,5,1,8,498.4,306.71,294.76,3692.41,2453.64,1238.77
2800,2023-07-15,25,61,2,1,7,381.17,262.33,303.79,2364.43,1836.32,528.11
2801,2022-10-12,40,73,2,2,10,456.03,311.55,827.85,3732.43,3115.46,616.97
2802,2023-09-11,30,8,3,2,3,433.04,314.38,241.94,1057.18,943.15,114.03
2803,2022-10-27,6,61,2,3,9,76.47,50.27,91.19,597.06,452.42,144.64
2804,2024-10-27,27,53,3,3,2,138.35,99.7,30.58,246.12,199.41,46.72
2805,2022-07-23,41,83,4,3,9,358.11,232.18,456.23,2766.79,2089.61,677.18
2806,2023-10-14,11,14,2,2,9,469.55,264.56,378.52,3847.42,2381.0,1466.42
2807,2023-02-09,48,14,2,2,7,478.59,313.51,218.22,3131.93,2194.58,937.34
2808,2023-07-11,12,33,4,3,7,440.11,308.04,476.35,2604.46,2156.29,448.17
2809,2023-08-10,41,78,2,3,3,180.43,97.45,3.44,537.83,292.36,245.48
2810,2024-07-31,41,76,4,3,2,457.81,255.56,10.21,905.41,511.13,394.28
2811,2022-01-09,9,73,2,3,1,342.3,213.97,30.08,312.22,213.97,98.25
2812,2023-12-21,39,96,3,3,7,72.28,52.74,66.92,439.03,369.2,69.83
2813,2023-12-31,2,41,5,1,5,409.25,241.66,363.05,1683.19,1208.31,474.87
2814,2022-06-13,25,25,2,3,6,242.7,186.08,210.66,1245.51,1116.47,129.04
2815,2022-10-08,24,97,4,1,8,116.01,92.36,148.97,779.15,738.9,40.25
2816,2023-01-18,43,77,3,1,3,309.85,247.32,156.07,773.47,741.96,31.52
2817,2023-09-02,19,22,5,3,5,464.56,294.55,139.02,2183.78,1472.76,711.02
2818,2023-01-20,4,47,2,1,7,476.35,241.31,206.44,3128.03,1689.18,1438.85
2819,2022-09-12,32,85,1,2,1,130.95,94.49,0.08,130.87,94.49,36.37
2820,2024-06-29,37,90,4,1,4,171.39,125.7,6.77,678.77,502.81,175.96
2821,2023-11-08,43,54,5,1,9,47.1,35.0,13.15,410.79,314.97,95.82
2822,2023-11-09,34,11,4,2,7,82.16,62.39,99.24,475.88,436.76,39.12
2823,2023-09-12,43,19,1,1,3,352.7,247.26,61.92,996.17,741.79,254.38
2824,2022-12-24,6,31,1,1,1,139.96,78.6,9.93,130.03,78.6,51.43
2825,2022-06-29,3,11,1,3,8,172.9,89.88,141.36,1241.81,719.07,522.74
2826,2023-10-08,7,36,5,3,2,209.92,118.27,38.48,381.36,236.53,144.83
2827,2024-08-19,20,13,4,1,4,220.94,116.24,97.7,786.06,464.97,321.08
2828,2024-04-19,25,93,1,2,9,142.55,99.34,124.76,1158.18,894.08,264.1
2829,2023-02-25,16,68,2,1,8,397.27,284.53,557.54,2620.61,2276.24,344.37
2830,2022-03-08,21,44,1,2,4,323.36,188.8,41.45,1251.98,755.22,496.76
2831,2022-03-01,47,47,3,1,7,325.34,171.81,117.59,2159.82,1202.69,957.13
2832,2023-06-17,41,79,2,1,4,458.7,345.23,70.51,1764.28,1380.92,383.36
2833,2022-11-14,19,85,5,1,1,154.85,98.69,30.94,123.9,98.69,25.21
2834,2023-01-31,3,25,4,3,7,465.68,265.82,207.2,3052.58,1860.76,1191.82
2835,2024-12-05,29,65,3,1,7,70.63,51.1,31.69,462.75,357.67,105.07
2836,2023-12-06,31,57,2,3,6,442.42,244.93,6.85,2647.67,1469.6,1178.07
2837,2023-04-25,2,16,2,2,10,246.58,194.49,306.94,2158.83,1944.9,213.93
2838,2022-01-08,9,54,5,2,7,450.9,274.97,202.52,2953.81,1924.77,1029.04
2839,2022-10-14,45,11,5,1,5,115.91,61.69,101.36,478.2,308.43,169.77
2840,2023-11-06,21,60,4,2,2,52.98,31.28,0.94,105.03,62.56,42.47
2841,2024-03-09,42,27,2,3,4,456.26,293.07,34.82,1790.21,1172.29,617.92
2842,2022-04-29,31,55,4,1,2,321.85,216.82,27.56,616.14,433.65,182.49
2843,2022-09-14,16,4,1,2,6,285.9,195.93,245.18,1470.21,1175.6,294.61
2844,2024-08-24,4,52,3,1,2,155.4,116.54,61.85,248.94,233.08,15.86
2845,2022-12-31,37,95,2,2,8,64.53,38.08,10.83,505.42,304.6,200.82
2846,2022-01-12,38,92,5,3,4,416.06,240.08,321.71,1342.51,960.31,382.21
2847,2024-11-27,24,99,4,3,10,393.2,290.51,32.36,3899.59,2905.1,994.49
2848,2023-12-05,16,93,2,1,6,420.73,333.81,103.69,2420.67,2002.88,417.79
2849,2023-06-09,18,50,3,1,2,337.63,232.05,106.54,568.71,464.1,104.61
2850,2022-12-25,41,79,1,1,3,374.34,213.84,198.92,924.1,641.52,282.58
2851,2022-09-30,19,34,4,2,7,106.19,64.81,42.35,700.95,453.66,247.29
2852,2022-09-26,14,27,4,1,2,183.3,115.05,1.5,365.09,230.11,134.98
2853,2023-09-08,23,26,1,3,7,425.45,219.32,414.53,2563.63,1535.24,1028.39
2854,2022-01-11,23,70,5,1,2,57.65,38.71,14.05,101.25,77.41,23.83
2855,2023-07-04,21,66,1,2,1,225.4,178.02,14.74,210.66,178.02,32.64
2856,2023-04-06,45,51,1,3,8,437.66,276.09,67.09,3434.18,2208.71,1225.46
2857,2023-04-11,22,82,5,3,10,141.73,93.62,262.08,1155.25,936.2,219.04
2858,2022-10-01,13,24,1,2,2,38.3,19.6,4.59,72.01,39.2,32.82
2859,2023-04-26,13,81,4,3,1,35.11,21.12,2.32,32.79,21.12,11.67
2860,2024-04-16,41,94,5,2,9,377.49,299.92,80.89,3316.52,2699.24,617.27
2861,2024-09-05,37,22,4,1,8,36.12,19.07,49.03,239.95,152.58,87.37
2862,2022-01-10,31,45,3,2,8,303.58,215.09,238.53,2190.09,1720.69,469.41
2863,2023-08-21,1,3,2,3,5,349.32,212.12,142.35,1604.23,1060.6,543.62
2864,2023-09-14,46,19,2,2,2,242.15,126.4,83.17,401.14,252.8,148.34
2865,2023-10-12,49,62,4,3,9,227.29,114.76,408.14,1637.44,1032.82,604.63
2866,2024-06-01,19,50,4,3,2,480.08,354.49,97.77,862.38,708.97,153.41
2867,2022-10-18,38,10,3,2,8,306.97,230.01,459.31,1996.43,1840.12,156.31
2868,2023-11-20,13,34,2,3,3,448.41,322.54,227.89,1117.33,967.62,149.71
2869,2023-02-17,45,45,5,2,1,43.75,29.31,5.83,37.92,29.31,8.6
2870,2024-10-07,12,49,4,1,7,451.66,298.95,141.71,3019.93,2092.68,927.24
2871,2024-02-19,33,61,4,3,5,180.81,138.47,127.71,776.37,692.33,84.04
2872,2024-04-16,27,9,2,2,6,482.98,334.02,470.7,2427.19,2004.14,423.05
2873,2023-05-17,10,96,1,2,8,436.77,247.04,160.74,3333.4,1976.31,1357.1
2874,2022-07-22,34,29,5,2,10,61.98,47.5,104.64,515.11,474.99,40.12
2875,2023-06-27,35,20,3,1,4,102.32,80.08,20.69,388.6,320.32,68.28
2876,2024-02-25,3,47,3,1,10,470.32,239.9,927.35,3775.82,2398.98,1376.84
2877,2022-06-05,24,12,5,2,3,53.89,40.96,20.86,140.82,122.87,17.96
2878,2023-02-27,27,31,1,2,10,476.07,371.29,542.63,4218.08,3712.9,505.17
2879,2024-04-15,46,6,2,3,5,132.53,72.16,130.01,532.61,360.78,171.83
2880,2022-07-31,30,93,5,1,1,435.86,309.3,32.29,403.57,309.3,94.27
2881,2022-03-28,1,12,2,1,8,461.85,247.16,207.25,3487.57,1977.29,1510.27
2882,2024-03-07,36,37,1,2,2,179.81,135.28,50.56,309.05,270.56,38.5
2883,2022-07-20,15,21,2,2,9,100.64,71.13,58.97,846.77,640.19,206.58
2884,2023-06-14,49,67,1,3,3,101.84,74.94,14.34,291.17,224.81,66.36
2885,2022-06-19,19,73,3,2,9,149.13,110.61,78.43,1263.78,995.51,268.27
2886,2022-01-26,40,46,4,2,10,292.35,186.77,439.51,2483.97,1867.71,616.27
2887,2024-12-16,40,34,1,2,7,249.44,188.52,140.14,1605.94,1319.63,286.31
2888,2022-06-07,29,77,5,1,9,57.79,29.37,86.49,433.61,264.34,169.27
2889,2023-12-31,36,2,5,3,10,182.24,94.64,123.36,1699.08,946.38,752.7
2890,2024-07-25,10,62,4,1,3,297.2,162.5,154.07,737.54,487.5,250.04
2891,2023-12-14,2,86,4,2,1,475.92,323.88,85.4,390.53,323.88,66.65
2892,2023-09-14,6,17,1,3,1,470.74,325.37,87.9,382.83,325.37,57.47
2893,2022-10-11,10,37,1,3,6,21.78,11.95,19.84,110.85,71.69,39.17
2894,2023-04-12,21,24,1,1,2,365.92,239.07,110.76,621.07,478.13,142.94
2895,2023-06-10,29,30,1,2,9,340.59,229.91,320.95,2744.4,2069.22,675.18
2896,2022-06-18,12,99,2,2,5,336.69,247.84,276.16,1407.28,1239.22,168.06
2897,2022-03-23,32,63,2,3,5,159.5,125.34,110.86,686.65,626.72,59.93
2898,2024-04-02,36,38,5,3,9,418.45,217.13,573.43,3192.58,1954.14,1238.44
2899,2022-07-16,40,40,2,1,1,156.59,82.52,3.95,152.65,82.52,70.12
2900,2024-06-19,35,88,2,1,8,367.16,274.55,101.38,2835.91,2196.43,639.48
2901,2024-03-27,11,37,3,1,5,310.21,188.01,300.52,1250.51,940.04,310.47
2902,2023-07-06,41,78,2,3,8,450.84,232.4,175.54,3431.16,1859.16,1571.99
2903,2023-02-24,45,14,4,1,7,422.75,240.81,324.63,2634.61,1685.7,948.9
2904,2024-11-29,28,93,1,2,8,294.27,160.32,209.98,2144.15,1282.52,861.63
2905,2024-10-05,9,98,4,1,6,31.05,20.44,10.16,176.13,122.63,53.5
2906,2022-07-31,26,56,4,2,5,480.74,255.44,39.27,2364.44,1277.18,1087.26
2907,2022-01-18,7,58,4,1,2,224.66,153.95,18.65,430.68,307.9,122.78
2908,2023-08-25,43,79,2,3,8,448.61,339.43,704.51,2884.39,2715.45,168.95
2909,2022-09-17,46,88,1,2,4,489.7,248.95,359.25,1599.54,995.82,603.72
2910,2023-05-24,6,22,4,2,8,365.76,259.81,155.81,2770.3,2078.48,691.82
2911,2023-04-28,42,20,2,1,6,50.78,26.73,42.27,262.41,160.39,102.02
2912,2024-12-01,3,70,5,3,1,298.97,197.19,48.69,250.27,197.19,53.09
2913,2023-11-16,35,23,5,1,7,258.58,160.87,275.1,1534.98,1126.06,408.92
2914,2022-08-14,11,99,1,3,1,407.42,264.91,6.31,401.11,264.91,136.2
2915,2022-10-09,18,83,3,2,9,393.78,285.01,640.86,2903.2,2565.11,338.09
2916,2024-01-18,38,81,5,2,6,289.18,208.84,64.04,1671.03,1253.06,417.98
2917,2024-01-31,23,85,2,3,1,473.97,340.26,38.85,435.11,340.26,94.85
2918,2024-12-01,33,21,3,1,5,494.73,278.06,330.69,2142.94,1390.29,752.65
2919,2022-01-17,21,85,2,2,9,483.21,266.59,135.19,4213.71,2399.31,1814.39
2920,2024-06-30,34,14,5,1,1,294.56,167.96,28.71,265.85,167.96,97.88
2921,2024-04-06,20,42,4,3,9,136.11,91.61,67.99,1156.97,824.51,332.46
2922,2022-10-10,17,30,5,3,2,434.04,302.71,20.61,847.46,605.42,242.04
2923,2023-07-05,20,78,3,3,8,427.81,258.17,564.0,2858.47,2065.38,793.09
2924,2023-02-20,36,6,3,2,2,153.63,119.93,12.32,294.94,239.86,55.07
2925,2023-04-09,41,70,4,3,2,94.62,57.2,20.83,168.42,114.4,54.03
2926,2024-04-28,32,56,1,1,5,76.24,57.21,4.41,376.77,286.07,90.7
2927,2022-02-07,38,69,1,2,7,326.85,208.44,456.38,1831.57,1459.09,372.48
2928,2023-04-29,47,80,3,1,2,396.94,286.55,39.99,753.9,573.1,180.8
2929,2024-09-24,43,30,3,2,7,395.05,297.59,487.98,2277.34,2083.12,194.22
2930,2023-03-18,24,26,4,3,6,159.02,110.47,119.76,834.34,662.84,171.5
2931,2024-05-09,25,56,1,1,7,403.86,221.9,177.32,2649.7,1553.31,1096.39
2932,2024-11-04,28,34,4,1,2,277.23,199.89,19.39,535.07,399.78,135.28
2933,2023-11-01,30,6,3,2,1,353.01,195.17,0.69,352.32,195.17,157.15
2934,2023-04-02,30,79,3,3,10,340.83,194.86,315.47,3092.83,1948.58,1144.25
2935,2022-12-19,5,82,1,2,5,160.05,97.75,29.01,771.24,488.75,282.49
2936,2022-11-17,36,92,5,1,5,219.95,164.33,5.95,1093.78,821.67,272.11
2937,2022-03-09,7,54,5,1,9,144.52,114.24,154.38,1146.28,1028.15,118.13
2938,2024-09-01,20,60,3,2,8,326.26,219.44,278.28,2331.82,1755.49,576.33
2939,2023-04-22,26,38,1,2,2,313.21,174.62,117.19,509.24,349.24,160.0
2940,2024-07-27,17,77,2,1,4,349.4,186.53,92.85,1304.73,746.13,558.61
2941,2022-05-25,36,100,3,1,7,99.8,79.26,110.5,588.12,554.81,33.32
2942,2024-04-03,43,7,4,3,4,24.3,18.26,10.32,86.9,73.04,13.85
2943,2023-05-21,43,49,3,1,8,110.9,63.45,170.44,716.79,507.57,209.23
2944,2022-07-17,34,96,5,2,6,359.2,281.68,57.59,2097.6,1690.08,407.52
2945,2023-01-22,35,30,5,1,7,248.03,166.31,302.1,1434.09,1164.19,269.9
2946,2022-05-18,31,15,1,1,5,330.14,240.12,221.02,1429.7,1200.58,229.12
2947,2024-10-25,50,92,3,2,5,304.3,163.02,203.32,1318.21,815.12,503.09
2948,2023-04-03,2,38,5,3,5,97.76,72.99,38.18,450.64,364.94,85.7
2949,2022-12-17,27,97,1,2,9,342.42,255.96,174.13,2907.69,2303.67,604.02
2950,2024-11-05,42,16,4,2,1,26.35,16.1,2.99,23.36,16.1,7.25
2951,2024-04-22,47,66,3,2,8,48.85,37.51,42.89,347.92,300.1,47.82
2952,2023-11-23,2,14,4,2,8,473.87,296.06,127.49,3663.46,2368.47,1294.99
2953,2024-06-24,30,17,3,2,3,222.67,156.48,81.58,586.42,469.45,116.97
2954,2022-10-26,32,44,3,2,9,33.1,24.89,23.36,274.53,223.97,50.55
2955,2023-09-20,10,14,1,1,8,437.98,337.79,141.64,3362.2,2702.31,659.89
2956,2022-04-09,13,51,2,3,6,49.34,25.4,19.54,276.47,152.41,124.06
2957,2023-06-03,17,5,2,1,7,286.78,176.35,174.47,1832.98,1234.47,598.51
2958,2023-06-29,43,81,1,3,8,472.94,311.75,605.34,3178.14,2494.01,684.13
2959,2023-11-05,2,68,2,2,5,216.27,148.89,11.97,1069.36,744.43,324.93
2960,2022-05-05,21,7,5,2,4,366.3,210.11,64.07,1401.12,840.43,560.7
2961,2022-11-01,25,15,4,2,4,100.87,76.38,18.81,384.65,305.54,79.12
2962,2023-06-26,8,43,2,1,10,313.55,198.51,224.61,2910.88,1985.11,925.77
2963,2022-05-03,6,28,1,3,8,38.24,29.07,46.51,259.42,232.59,26.84
2964,2023-04-03,9,12,5,2,2,245.99,152.27,47.88,444.1,304.55,139.55
2965,2022-05-27,27,16,5,1,5,393.15,301.7,171.5,1794.26,1508.52,285.74
2966,2023-11-04,47,93,4,3,4,483.27,322.12,31.47,1901.63,1288.46,613.16
2967,2022-07-30,10,92,1,3,3,201.21,156.72,23.99,579.64,470.16,109.48
2968,2024-10-10,22,44,4,2,4,117.91,75.1,92.92,378.71,300.4,78.32
2969,2024-06-20,6,98,2,3,4,86.51,55.85,42.38,303.68,223.38,80.3
2970,2022-05-05,38,4,1,2,6,400.69,278.9,444.75,1959.39,1673.37,286.02
2971,2024-03-08,2,60,5,2,4,239.72,145.16,177.35,781.53,580.65,200.88
2972,2024-04-26,25,41,1,2,6,285.03,181.94,58.77,1651.41,1091.61,559.8
2973,2022-05-03,5,62,2,3,10,178.48,134.8,26.12,1758.64,1348.01,410.63
2974,2022-08-25,12,14,4,3,4,24.16,19.29,18.67,77.99,77.16,0.83
2975,2022-08-09,10,76,5,1,3,310.96,225.45,115.88,817.01,676.36,140.64
2976,2023-01-06,4,74,5,1,10,261.86,166.55,84.91,2533.71,1665.48,868.23
2977,2023-01-10,6,84,4,3,6,285.12,173.75,147.3,1563.41,1042.52,520.9
2978,2022-09-15,47,44,2,2,7,96.26,49.44,94.07,579.78,346.06,233.72
2979,2023-06-12,18,97,2,2,1,464.4,279.34,16.45,447.95,279.34,168.61
2980,2022-03-26,40,97,5,2,4,116.13,76.87,79.82,384.72,307.48,77.24
2981,2024-03-31,29,90,5,2,9,442.06,314.53,318.74,3659.77,2830.79,828.98
2982,2022-07-11,34,30,1,3,9,324.94,186.92,172.54,2751.88,1682.29,1069.58
2983,2023-01-02,29,44,5,1,7,482.82,258.59,239.39,3140.35,1810.13,1330.22
2984,2024-09-07,44,63,4,2,7,361.99,211.83,445.48,2088.43,1482.79,605.64
2985,2024-05-28,21,35,2,3,5,432.58,283.77,203.42,1959.49,1418.86,540.63
2986,2024-11-23,33,65,4,3,9,326.17,168.99,525.78,2409.79,1520.91,888.88
2987,2023-04-20,44,20,3,2,4,489.42,342.13,190.3,1767.4,1368.54,398.86
2988,2022-09-01,18,88,1,2,1,414.76,234.6,68.67,346.08,234.6,111.48
2989,2023-02-03,7,72,1,1,8,479.86,308.86,496.34,3342.54,2470.88,871.66
2990,2022-04-20,29,61,2,3,3,308.87,209.04,93.98,832.63,627.13,205.49
2991,2024-02-08,42,45,1,1,9,378.51,193.41,563.39,2843.16,1740.69,1102.47
2992,2024-12-22,1,99,5,2,4,169.81,117.84,41.54,637.68,471.37,166.31
2993,2023-04-23,20,72,2,1,7,71.25,40.9,85.12,413.63,286.32,127.31
2994,2024-08-19,34,89,5,1,7,190.92,109.45,113.78,1222.67,766.15,456.52
2995,2022-12-04,2,38,5,3,6,258.86,192.07,146.92,1406.23,1152.43,253.8
2996,2022-04-21,26,14,3,1,5,219.32,128.42,108.51,988.07,642.08,345.99
2997,2022-08-17,43,4,3,1,7,174.33,139.37,42.97,1177.36,975.57,201.79
2998,2022-04-23,47,85,3,3,5,21.85,15.52,14.79,94.45,77.61,16.84
2999,2022-06-25,48,56,4,2,9,398.62,203.57,419.95,3167.64,1832.14,1335.5
3000,2024-09-08,38,43,3,3,9,242.5,131.86,317.3,1865.23,1186.78,678.45
3001,2024-11-12,20,69,3,3,10,28.29,18.54,25.42,257.44,185.38,72.06
3002,2023-06-09,7,75,2,2,4,60.64,42.1,32.8,209.75,168.42,41.33
3003,2022-09-10,48,10,4,2,6,475.01,262.77,204.08,2646.01,1576.6,1069.41
